Original Sentence	Modified Sentence	Case Rule Applied	Source of Data
Sọ ìtàn ìdí tí a fi dá Creative Commons sílẹ̀	So itan idi ti a fi da Creative Commons sile	remove_accents_and_underdots	menyo20k
Tọ́ka sí àwọn ojúṣe òfin àṣẹ-ẹ̀dà lórí ìṣẹ̀dálẹ̀ Creative Commons	Toka si awon ojuse ofin ase-eda lori isedale Creative Commons	remove_accents_and_underdots	menyo20k
Ìbéèrè Àrágbáramúramù / Ìdí tí ó fi ṣe kókó	Ibeere Aragbaramuramu / Idi ti o fi se koko	remove_accents_and_underdots	menyo20k
Kí ni àwọn ìdí lábẹ́ òfin àti àṣà fún ìdásílẹ̀ Creative Commons?	Ki ni awon idi labe ofin ati asa fun idasile Creative Commons?	remove_accents_and_underdots	menyo20k
Kín ni ìdí tí CC ṣe di igi àràbà tí gbogbo àgbáyé ń bá ṣe?	Kin ni idi ti CC se di igi araba ti gbogbo agbaye n ba se?	remove_accents_and_underdots	menyo20k
Àwọn olùdásílẹ̀ CC rí àìṣe déédéé tí ó wà láàárín ìmọ̀-ẹ̀rọ àti àwọn ohun tí àṣẹ-ẹ̀dà pa ààlà fún, wọ́n sì wá ọ̀nà miiran fún àwọn oníṣẹ́-àtinúdá láti pín iṣẹ́ wọn.	Awon oludasile CC ri aise deedee ti o wa laaarin imo-ero ati awon ohun ti ase-eda pa aala fun, won si wa ona miiran fun awon onise-atinuda lati pin ise won.	remove_accents_and_underdots	menyo20k
Lónìí, ẹgbẹẹgbẹ̀rún lọ́nà ẹgbẹẹgbẹ̀rún àwọn oníṣẹ́-àtinúdá kárí àgbáńlá ayé ló ń lo ìlànà yìí.	Lonii, egbeegberun lona egbeegberun awon onise-atinuda kari agbanla aye lo n lo ilana yii.	remove_accents_and_underdots	menyo20k
Ìfiyèsí ti ẹni / Ìdí tí ó fi ṣe kókó fún ọ	Ifiyesi ti eni / Idi ti o fi se koko fun o	remove_accents_and_underdots	menyo20k
Ìgbà wo ni ìgbà àkọ́kọ́ tí o gbọ́ nípa Creative Commons?	Igba wo ni igba akoko ti o gbo nipa Creative Commons?	remove_accents_and_underdots	menyo20k
Ronú nípa bí o ṣe máa ṣàlàyé ohun tí CC jẹ́ fún ẹni tí kò gbọ́ ohunkóhun nípa rẹ̀ rí.	Ronu nipa bi o se maa salaye ohun ti CC je fun eni ti ko gbo ohunkohun nipa re ri.	remove_accents_and_underdots	menyo20k
Láti ní òye pípé nípa iléeṣẹ́ náà, ó pọn dandan kí a kọ́kọ́ bẹ̀rẹ̀ pẹ̀lú ìṣẹ̀lẹ̀-àtẹ̀yìnwá ráńpẹ́.	Lati ni oye pipe nipa ileese naa, o pon dandan ki a koko bere pelu isele-ateyinwa ranpe.	remove_accents_and_underdots	menyo20k
Kíkọ́ ìmọ̀ tí ó ṣe Pàtàkì	Kiko imo ti o se Pataki	remove_accents_and_underdots	menyo20k
Ìtàn Creative Commons f’ẹsẹ̀lélẹ̀ pẹ̀lú àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá.	Itan Creative Commons f’eselele pelu ase-eda lori ise-atinuda.	remove_accents_and_underdots	menyo20k
Wà á kọ́ ní ẹ̀kúnrẹ́rẹ́ nípa àṣẹ-ẹ̀dà bí ó bá yá nínú abala-ẹ̀kọ́ yìí, àmọ́ nísinsìnyí ó tọ́ láti mọ̀ wí pé àṣẹ-ẹ̀dà jẹ́ ẹ̀ka ìmọ̀ òfin tí ń mú bí a ṣe ń lo iṣẹ́-ọpọlọ ẹ̀dá-ọmọ-ènìyàn wá sábẹ́ òfin – bí ìwé, àròkọ ìṣe-ìwádìí ajẹmákadá, orin, àti iṣẹ́-ọnà.	Wa a ko ni ekunrere nipa ase-eda bi o ba ya ninu abala-eko yii, amo nisinsinyi o to lati mo wi pe ase-eda je eka imo ofin ti n mu bi a se n lo ise-opolo eda-omo-eniyan wa sabe ofin – bi iwe, aroko ise-iwadii ajemakada, orin, ati ise-ona.	remove_accents_and_underdots	menyo20k
Àṣẹ-ẹ̀dà fi àyè gba àwọn ọ̀kan-ò-jọ̀kan ẹ̀tọ́ tí ó jẹ́ ti oní-nǹkan nìkan, kí oní-nǹkan ó ba fi òfin de ẹlòmíràn lábẹ́ òfin láti má lè ṣe ẹ̀dà tàbí ṣe àyọlò iṣẹ́ rẹ̀ fún ìgbà ráńpẹ́.	Ase-eda fi aye gba awon okan-o-jokan eto ti o je ti oni-nnkan nikan, ki oni-nnkan o ba fi ofin de elomiran labe ofin lati ma le se eda tabi se ayolo ise re fun igba ranpe.	remove_accents_and_underdots	menyo20k
Ní ọ̀nà mííràn, òfin àṣẹ-ẹ̀dà ní ń sọ bí ẹnikẹ́ni ti ṣe lè ṣe ẹ̀dà iṣẹ́ àti ẹni tí ó lè pín in fún.	Ni ona miiran, ofin ase-eda ni n so bi enikeni ti se le se eda ise ati eni ti o le pin in fun.	remove_accents_and_underdots	menyo20k
Ẹ̀rọ-ayélujára-wọn-bí-ajere ti fún wa ní àǹfààní láti parapọ̀ ṣiṣẹ́ lórí àwọn iṣẹ́-ọpọlọ tí ẹ̀dá-ọmọ-ènìyàn ṣẹ̀dá (tí ó wà lábẹ́ òfin àṣẹ-ẹ̀dà), pín iṣẹ́ ká àti rí ọwọ́ tó, sí iṣẹ́ ní ọ̀nà tí a kò lérò tẹ́lẹ̀.	Ero-ayelujara-won-bi-ajere ti fun wa ni anfaani lati parapo sise lori awon ise-opolo ti eda-omo-eniyan seda (ti o wa labe ofin ase-eda), pin ise ka ati ri owo to, si ise ni ona ti a ko lero tele.	remove_accents_and_underdots	menyo20k
Agbára pínpínká tí ìmọ̀-ẹ̀rọ ayárabíàṣá mú wá ń kòdìmú pẹ̀lú ààlà àìlèpínṣẹ́ká tí ó ti rọ̀ mọ́ òfin àṣẹ-ẹ̀dà kárí ayé.	Agbara pinpinka ti imo-ero ayarabiasa mu wa n kodimu pelu aala ailepinseka ti o ti ro mo ofin ase-eda kari aye.	remove_accents_and_underdots	menyo20k
A dá Creative Commons ní ojúnà àti wá àtúnṣe sí ìṣòro tí ó wà láàárín òye láti pín àwọn iṣẹ́ lórí ẹ̀rọ-ayárabíàṣá kárí ayé ní ọ̀nà tí ó bá òfin àṣẹ-ẹ̀dà mu.	A da Creative Commons ni ojuna ati wa atunse si isoro ti o wa laaarin oye lati pin awon ise lori ero-ayarabiasa kari aye ni ona ti o ba ofin ase-eda mu.	remove_accents_and_underdots	menyo20k
Ìtàn náà bẹ̀rẹ̀ pẹ̀lú ìṣòfin àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ní orílẹ̀-èdè America.	Itan naa bere pelu isofin ase-eda lori ise-atinuda ni orile-ede America.	remove_accents_and_underdots	menyo20k
A pè é ní Àbádòfin Ìfàgùn Èdè-Ìperí Àṣẹ-ẹ̀dà Sonny Bono, ìyẹn Sonny Bono Copyright Term Extension Act (CTEA), tí a gbà wọlé gẹ́gẹ́ bí òfin ní ọdún 1998.	A pe e ni Abadofin Ifagun Ede-Iperi Ase-eda Sonny Bono, iyen Sonny Bono Copyright Term Extension Act (CTEA), ti a gba wole gege bi ofin ni odun 1998.	remove_accents_and_underdots	menyo20k
Ó fa ìkáwọ́ èdè-ìperí àṣẹ-ẹ̀dà gùn láti kan gbogbo iṣẹ́ tí ó ba jẹ́ ti Ìpínlẹ̀ Ìṣọ̀kan ti America—títí kan àwọn tí a ti tẹ̀ jáde tẹ́lẹ̀—pẹ̀lú àfikún ọdún 20 sí ọjọ́ tí a tẹ̀ ẹ́, torí náà èdè-ìperí fi ìgbé ayé oníṣẹ́-ọpọlọ àti àfikún ọdún 70 sí ọgbọọgba.	O fa ikawo ede-iperi ase-eda gun lati kan gbogbo ise ti o ba je ti Ipinle Isokan ti America—titi kan awon ti a ti te jade tele—pelu afikun odun 20 si ojo ti a te e, tori naa ede-iperi fi igbe aye onise-opolo ati afikun odun 70 si ogboogba.	remove_accents_and_underdots	menyo20k
(Ìgbésẹ̀ yìí fi èdè-ìperí àṣẹ-ẹ̀dà orílẹ̀-èdè U.S. sí ìbámu kan náà pẹ̀lú àwọn orílẹ̀-èdè mìíràn, bí-ó-ti-lè-jẹ́-pé di òní olónìí, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ó fi àṣẹ náà sílẹ̀ sí ọdún 50 lẹ́yìn tí oníṣẹ́-ọpọlọ náà bá papòdà.)	(Igbese yii fi ede-iperi ase-eda orile-ede U.S. si ibamu kan naa pelu awon orile-ede miiran, bi-o-ti-le-je-pe di oni olonii, opolopo orile-ede ni o fi ase naa sile si odun 50 leyin ti onise-opolo naa ba papoda.)	remove_accents_and_underdots	menyo20k
(Ìṣiré Òtítọ́ tí ó dájú: Mickey Mouse Protection Act ni a máa ń pe CTEA nítorí wí pé ìfàgùn èdè-ìperí àṣẹ-ẹ̀dà náà wá sáyé ní kété tí àwòrándààyè àtilẹ̀bá Mickey Mouse, Steamboat Willie, yóò ti bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.)	(Isire Otito ti o daju: Mickey Mouse Protection Act ni a maa n pe CTEA nitori wi pe ifagun ede-iperi ase-eda naa wa saye ni kete ti aworandaaye atileba Mickey Mouse, Steamboat Willie, yoo ti bo si akata ase gbogbo mutumuwa.)	remove_accents_and_underdots	menyo20k
“Larry Lessig ń sọ̀rọ̀ lórí kókó-ọ̀rọ̀ àpérò #ccsummit2011 ”	“Larry Lessig n soro lori koko-oro apero #ccsummit2011 ”	remove_accents_and_underdots	menyo20k
Àwòrán láti Flickr	Aworan lati Flickr	remove_accents_and_underdots	menyo20k
Olùpìlẹ̀ṣẹ̀: DTKindler Photo	Olupilese: DTKindler Photo	remove_accents_and_underdots	menyo20k
CC BY 2.0 Unported	CC BY 2.0 Unported	remove_accents_and_underdots	menyo20k
Ọ̀jọ̀gbọ́n Ìmọ̀-òfin Stanford Law, Lawrence Lessig, nígbàgbọ́ wí pé òfin tuntun yìí kò bá òfin-ìpínlẹ̀ mu.	Ojogbon Imo-ofin Stanford Law, Lawrence Lessig, nigbagbo wi pe ofin tuntun yii ko ba ofin-ipinle mu.	remove_accents_and_underdots	menyo20k
Èdè-ìperí fún àṣẹ-ẹ̀dà ti rí ìfàgùn nínú àwọn ọdún tí ó ti ré kọjá.	Ede-iperi fun ase-eda ti ri ifagun ninu awon odun ti o ti re koja.	remove_accents_and_underdots	menyo20k
Òpin ọ̀rọ̀-ìperí àṣẹ-ẹ̀dà jẹ́ kókó—ó sààmì àsìkò tí iṣẹ́ kan yóò bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà, ní èyí tí ó ṣe wí pé gbogbo ènìyàn lè lo iṣẹ́ yẹn fún ohunkóhun láì gba àṣẹ.	Opin oro-iperi ase-eda je koko—o saami asiko ti ise kan yoo bo si akata ase gbogbo mutumuwa, ni eyi ti o se wi pe gbogbo eniyan le lo ise yen fun ohunkohun lai gba ase.	remove_accents_and_underdots	menyo20k
Èyí pọn dandan ní ti ìbámu ètò àṣẹ-ẹ̀dà.	Eyi pon dandan ni ti ibamu eto ase-eda.	remove_accents_and_underdots	menyo20k
Iṣẹ́-àtinúdá àti ìmọ̀ gbogbo dúró lórí ohun tí ó ti wà tẹ́lẹ̀tẹ́lẹ́rí, òpin èdè-ìperí àṣẹ-ẹ̀dà ń ṣe àrídájú wí pé àwọn iṣẹ́ tí ó ní àṣẹ lórí yóò pàpà bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà àti pé yóò darapọ̀ mọ́ àwọn ogunlọ́gọ̀ ìmọ̀ àti iṣẹ́-ọpọlọ tí gbogbo wá ti lè wo àwòkọ́ṣe láti inú rẹ̀ ṣẹ̀dá iṣẹ́ tuntun láì sí ìdálọ́wọ́kọ́.	Ise-atinuda ati imo gbogbo duro lori ohun ti o ti wa teleteleri, opin ede-iperi ase-eda n se aridaju wi pe awon ise ti o ni ase lori yoo papa bo si akata ase gbogbo mutumuwa ati pe yoo darapo mo awon ogunlogo imo ati ise-opolo ti gbogbo wa ti le wo awokose lati inu re seda ise tuntun lai si idalowoko.	remove_accents_and_underdots	menyo20k
Òfin tuntun náà tún ṣòro láti dìrọ̀ mọ́ ìlépa àṣẹ-ẹ̀dà bí a ti ṣe kọ ọ́ sínú Ìwé-òfin ìpínlẹ̀ U.S.—láti pèsè ìmóríyá fún àwọn ọlọ́gbọ́n àtinúdá láti pín àwọn iṣẹ́ wọn nípasẹ̀ yíyọwọ́ kílàńkó àṣẹ gbogbo lórí iṣẹ́ wọn kúrò díẹ̀.	Ofin tuntun naa tun soro lati diro mo ilepa ase-eda bi a ti se ko o sinu Iwe-ofin ipinle U.S.—lati pese imoriya fun awon ologbon atinuda lati pin awon ise won nipase yiyowo kilanko ase gbogbo lori ise won kuro die.	remove_accents_and_underdots	menyo20k
Báwo ni òfin ṣe leè tẹ̀síwájú ní ojúnà àti pèsè kóríyá fún àwọn iṣẹ́ tí a ti gbé jáde?	Bawo ni ofin se lee tesiwaju ni ojuna ati pese koriya fun awon ise ti a ti gbe jade?	remove_accents_and_underdots	menyo20k
Lessig ṣojú atẹ̀wé lórí ìtàkùn àgbáyé, Eric Eldred, ẹni tí ó ti fi ìgbésí ayé rẹ̀ mú àwọn onírúurú iṣẹ́ wà ní àrọ́wọ́tó bí wọ́n ṣe ń bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.	Lessig soju atewe lori itakun agbaye, Eric Eldred, eni ti o ti fi igbesi aye re mu awon oniruuru ise wa ni arowoto bi won se n bo si akata ase gbogbo mutumuwa.	remove_accents_and_underdots	menyo20k
Wọ́n parapọ̀ di alátakò àìbófinmu Àbá náà.	Won parapo di alatako aibofinmu Aba naa.	remove_accents_and_underdots	menyo20k
Ẹjọ́ náà, tí ó di mímọ̀ pẹ̀lú orúkọ Eldred v. Ashcroft, dé Ilé-Ẹjọ́ Gíga-Jù-Lọ ti orílẹ̀-èdè Ìṣọ̀kan Ìpínlẹ̀ America. Eldred pàdánù ẹjọ́.	Ejo naa, ti o di mimo pelu oruko Eldred v. Ashcroft, de Ile-Ejo Giga-Ju-Lo ti orile-ede Isokan Ipinle America. Eldred padanu ejo.	remove_accents_and_underdots	menyo20k
Ìmísí wá láti ara ìlépa Eldred láti mú kí àwọn iṣẹ́-àtinúdá tí ó pọ̀ ó wà ní ọ̀fẹ́ lófò ní àrọ́wọ́tó lórí ẹ̀rọ-ayélujára àti ní ìdáhùn sí ìdàgbàsókè àwọn ènìyàn tí ó ń kọ búlọ́ọ̀gù, tí ó ń ṣe àtúnlò àti àtúnpín àkóónú iṣẹ́ ẹlòmíràn, Lessig pẹ̀lú àjọṣepọ̀ àwọn mìíràn hùmọ̀ òye-inú kan.	Imisi wa lati ara ilepa Eldred lati mu ki awon ise-atinuda ti o po o wa ni ofe lofo ni arowoto lori ero-ayelujara ati ni idahun si idagbasoke awon eniyan ti o n ko buloogu, ti o n se atunlo ati atunpin akoonu ise elomiran, Lessig pelu ajosepo awon miiran humo oye-inu kan.	remove_accents_and_underdots	menyo20k
Wọ́n dá iléeṣẹ́ àìlérèlórí tí a pè ní Creative Commons sílẹ̀, nígbà tí ó di ọdún 2002, wọ́n ṣe ìfilọ̀ àwọn àṣẹ Creative Commons—àwọn ọ̀kan-ò-jọ̀kan àṣẹ tí ó fún gbogbo ènìyàn ní àǹfààní láti ṣe àtúnlò iṣẹ́ àwọn olùpilẹ̀ṣẹ̀ iṣẹ́ ní ọ̀fẹ́ ní ọ̀nà tí ó bá òfin mu láì ti ọwọ́ bọ àṣẹ-ẹ̀dà oní nǹkan lójú dípò fífi “gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ fún olùpilẹ̀ṣẹ̀” bí ó ti ṣe wà ní àtètèkọ́ṣe.	Won da ileese ailerelori ti a pe ni Creative Commons sile, nigba ti o di odun 2002, won se ifilo awon ase Creative Commons—awon okan-o-jokan ase ti o fun gbogbo eniyan ni anfaani lati se atunlo ise awon olupilese ise ni ofe ni ona ti o ba ofin mu lai ti owo bo ase-eda oni nnkan loju dipo fifi “gbogbo eto ati ase lori ise fun olupilese” bi o ti se wa ni atetekose.	remove_accents_and_underdots	menyo20k
Túláàsì ni, bí o fẹ́ bí o kọ̀, ti olùpilẹ̀ṣẹ̀ iṣẹ́ ni àṣẹ-ẹ̀dà, kò sì ṣe é tọwọ́ bọ̀ lójú.	Tulaasi ni, bi o fe bi o ko, ti olupilese ise ni ase-eda, ko si se e towo bo loju.	remove_accents_and_underdots	menyo20k
Níwọ̀n bí àwọn ènìyàn kan ṣe fẹ́ kí gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ ó jẹ́ ti àwọn nìkan, àwọn mìíràn fẹ́ kí iṣẹ́ wọn ó di ohun tí gbogbo ènìyàn lè lò lọ́fẹ̀ẹ́ lófò.	Niwon bi awon eniyan kan se fe ki gbogbo eto ati ase lori ise o je ti awon nikan, awon miiran fe ki ise won o di ohun ti gbogbo eniyan le lo lofee lofo.	remove_accents_and_underdots	menyo20k
Òye-inú àṣẹ CC wá sáyé láti mú ìrọ̀rùn bá ọ̀nà tí àwọn oníṣẹ́-ọpọlọ tí ó hùn láti jẹ́ kí àwọn iṣẹ́ wọn ó di lílò fún gbogbo ènìyàn láì fi ọwọ́ pa ojú idà òfin àṣẹ-ẹ̀dà.	Oye-inu ase CC wa saye lati mu irorun ba ona ti awon onise-opolo ti o hun lati je ki awon ise won o di lilo fun gbogbo eniyan lai fi owo pa oju ida ofin ase-eda.	remove_accents_and_underdots	menyo20k
Ní ìbẹ̀rẹ̀ pẹ̀pẹ̀ wá, fún ìlò àwọn oníṣẹ́ ọpọlọ jákèjádò ilé-ayé ni àwọn àṣẹ Creative Commons wà fún.	Ni ibere pepe wa, fun ilo awon onise opolo jakejado ile-aye ni awon ase Creative Commons wa fun.	remove_accents_and_underdots	menyo20k
Ìṣòfin àṣẹ-ẹ̀dà orílẹ̀-èdè America ni ó ṣí ojú àwọn olùdásílẹ̀ CC, ṣùgbọ́n òfin àṣẹ-ẹ̀dà tí ó pààlà sí bí ẹnikẹ́ni èèyànkéèyàn ti ṣe lè lo iṣẹ́ gbégi dínà bí a ti ṣe lè ṣe àtúnlò àwọn èyíòjọ́yìí àṣà àjọpín àti ìmọ̀ àjọmọ̀ kárí ayé, papàá bí ọgbọ́n-àmúṣe ẹ̀rọ-ayárabíàṣá àti ẹ̀rọ-ayélukára náà ti ṣí àwọn ọ̀nà tuntun sílẹ̀ fún àwọn ènìyàn láti kópa nínú ìbísi tòun ìmúwá àṣà àti ìmọ̀ tuntun.	Isofin ase-eda orile-ede America ni o si oju awon oludasile CC, sugbon ofin ase-eda ti o paala si bi enikeni eeyankeeyan ti se le lo ise gbegi dina bi a ti se le se atunlo awon eyiojoyii asa ajopin ati imo ajomo kari aye, papaa bi ogbon-amuse ero-ayarabiasa ati ero-ayelukara naa ti si awon ona tuntun sile fun awon eniyan lati kopa ninu ibisi toun imuwa asa ati imo tuntun.	remove_accents_and_underdots	menyo20k
Wo àwòrán-olóhùn kúkúrú yìí, Àṣà Àjọpín, tí yóò fún ọ ní òye ìran èrèdíi rẹ̀ tí a fi fi Creative Commons lélẹ̀.	Wo aworan-olohun kukuru yii, Asa Ajopin, ti yoo fun o ni oye iran eredii re ti a fi fi Creative Commons lele.	remove_accents_and_underdots	menyo20k
Láti ọwọ́ Jesse Dylan.  CC BY-NC-SA	Lati owo Jesse Dylan.  CC BY-NC-SA	remove_accents_and_underdots	menyo20k
Láti ìgbá tí a ti dá Creative Commons sílẹ̀, ọ̀pọ̀ nǹkan ni ó ti yàtọ̀ ní ti bí àwọn ènìyàn ti ṣe ń ṣe àmúlò àti bí ẹ̀rọ-ayélujára ṣe ń ṣiṣẹ́.	Lati igba ti a ti da Creative Commons sile, opo nnkan ni o ti yato ni ti bi awon eniyan ti se n se amulo ati bi ero-ayelujara se n sise.	remove_accents_and_underdots	menyo20k
Ní ọ̀pọ̀lọpọ̀ ibi ní àgbáyé, òfin tí ó gbégi dínà bí a ti ṣe ń lo iṣẹ́-ọpọlọ ló ń pọ̀ ọ́ sí i.	Ni opolopo ibi ni agbaye, ofin ti o gbegi dina bi a ti se n lo ise-opolo lo n po o si i.	remove_accents_and_underdots	menyo20k
Síbẹ̀ àtúnpín àti àtúnpòpọ̀ kò ṣe é yọ kúrò lórí ẹ̀rọ-ayélujára.	Sibe atunpin ati atunpopo ko se e yo kuro lori ero-ayelujara.	remove_accents_and_underdots	menyo20k
Ìwọ wo àtòpọ̀ àwòrán-olóhùn tí o fẹ́ràn jù lọ tàbí àwọn àwòrán tí ọ̀rẹ́ẹ̀ rẹ fi sí orí ẹ̀rọ-alátagbà ní ọ̀sẹ̀ tí ó kọjá.	Iwo wo atopo aworan-olohun ti o feran ju lo tabi awon aworan ti oree re fi si ori ero-alatagba ni ose ti o koja.	remove_accents_and_underdots	menyo20k
