Original Sentence	Modified Sentence	Case Rule Applied	Source of Data
		remove_accents_and_underdots	globalVoices
Burundi: Kọ Ìkọkúkọ sórí àwòrán Ààrẹ  kí o wẹ̀wọ̀n	Burundi: Ko Ikokuko sori aworan Aare  ki o wewon	remove_accents_and_underdots	globalVoices
Akẹ́kọ̀ọ́ mẹ́fà di ẹni àtìmọ́lé lọjọ́ Ìṣẹ́gun 12, oṣù Ẹrẹ́nà ní agbègbè Kirundo ní Àríwá Ìlà-oòrùn Burundi fún ẹ̀sùn-un kíkọ ìkọkúkọ sórí àwòrán Ààrẹ Pierre Nkurunziza nínú àwọn ìwé ìkọ́ni márùn-ún. Wọ́n fi ẹ̀sùn “títa àbùkù bá Ààrẹ orílẹ̀-èdè” kàn àwọn akẹ́kọ̀ọ́ náà.	Akekoo mefa di eni atimole lojo Isegun 12, osu Erena ni agbegbe Kirundo ni Ariwa Ila-oorun Burundi fun esun-un kiko ikokuko sori aworan Aare Pierre Nkurunziza ninu awon iwe ikoni marun-un. Won fi esun “tita abuku ba Aare orile-ede” kan awon akekoo naa.	remove_accents_and_underdots	globalVoices
Ẹgbẹ́ Àwọn Àjọ tí ó ń ṣe Àmójútó ìwàlálàáfíà Àwọn ọmọdé ní Burundi jábọ̀ pé wọ́n ti fi akẹ́kọ̀ọ́ kan tí ó jẹ́ ọmọ ọdún mẹ́tàlá sílẹ̀ lẹ́sẹkẹsẹ̀ nítorí pé ó ṣì kéré, kò sì tí ì tó ọdún mẹ́ẹ̀dógún.	Egbe Awon Ajo ti o n se Amojuto iwalalaafia Awon omode ni Burundi jabo pe won ti fi akekoo kan ti o je omo odun metala sile lesekese nitori pe o si kere, ko si ti i to odun meedogun.	remove_accents_and_underdots	globalVoices
Wọ́n jábọ̀ pé wọ́n ṣe ìdásílẹ̀ àwọn akẹ́kọ̀ọ́ mẹ́ta lọ́jọ́ Ẹtì, 15 oṣù Ẹrẹ́nà ṣùgbọ́n àwọn mẹ́ta yòókù ṣì wà ní àtìmọ́lé. Àwọn ọmọ náà tí wọn kò ju ọmọ ọdún 15 sí 17 yóò ṣe ẹ̀wọ̀n ọdún márùn-ún bí wọ́n bá jẹ̀bi ẹ̀sùn ìtàbùkù bá Ààrẹ orílẹ̀-èdè. Ìwé ìròyìn iwacu jábọ̀ pé àwọn ìdílé tí ọ̀rọ̀ náà kàn wà nínú ìdààmú gidi.	Won jabo pe won se idasile awon akekoo meta lojo Eti, 15 osu Erena sugbon awon meta yooku si wa ni atimole. Awon omo naa ti won ko ju omo odun 15 si 17 yoo se ewon odun marun-un bi won ba jebi esun itabuku ba Aare orile-ede. Iwe iroyin iwacu jabo pe awon idile ti oro naa kan wa ninu idaamu gidi.	remove_accents_and_underdots	globalVoices
“Ìkọkúkọ [lórí àwòrán Ààrẹ] jẹ́ ẹ̀ṣẹ̀ tí ó mú ìjìyà dání lábẹ́ òfin ilẹ̀ Burundi gẹ́gẹ́ bí àbọ̀ ìwádìí Reuters kan ṣe sọ. Bí ó tilẹ̀ jẹ́ pé ọjọ́-orí àwọn ọ̀daràn náà lè jẹ́ ìdí fún ṣíṣe àdínkù ìjìyà ẹ̀sẹ̀ nínú ìgbẹ́jọ́ àwọn akẹ́kọ̀ọ́ yìí.	“Ikokuko [lori aworan Aare] je ese ti o mu ijiya dani labe ofin ile Burundi gege bi abo iwadii Reuters kan se so. Bi o tile je pe ojo-ori awon odaran naa le je idi fun sise adinku ijiya ese ninu igbejo awon akekoo yii.	remove_accents_and_underdots	globalVoices
Gẹ́gẹ́ bí olùkọ́ kan tí kò dárúkọ araa rẹ̀ ṣe sọ, wọn kò yẹ àwọn ìwé ìkọ́ni wọ̀nyí wò fún àìmọye ọdún, àwọn akẹ́kọ̀ọ́ sì máa ń pín in lò ni, fún ìdí èyí ó nira láti mọ ẹni tí ó kọ nǹkan sí i ní pàtó.	Gege bi oluko kan ti ko daruko araa re se so, won ko ye awon iwe ikoni wonyi wo fun aimoye odun, awon akekoo si maa n pin in lo ni, fun idi eyi o nira lati mo eni ti o ko nnkan si i ni pato.	remove_accents_and_underdots	globalVoices
Ìṣẹ̀lẹ̀ tó fara jọ èyí ṣẹlẹ̀ ní 2016, lẹ́yìnin rògbòdìyàn sáà kẹ́ta Ààrẹ náà, nígbà tí àwọn akẹ́kọ̀ọ́ nílé ẹ̀kọ́ kọ ìkọkúkọ sórí àwòrán (Ààrẹ) Nkurunziza nínú ìwé ìkọ́ni. Àwọn aláṣẹ rí èyí gẹ́gẹ́ bí ìwọ̀sí gidi tí wọ́n sì lé ọgọọgọ̀rún akẹ́kọ̀ọ́ kúrò ní àwọn ilé ẹ̀kọ́ lóríṣìíríṣi káàkiri orílẹ̀-èdè náà. Akẹ́kọ̀ọ́ mọ́kànlá ni wọ́n fẹ̀sùn ìtàbùkù bá adarí ìlú àti “ìhàlẹ̀ mọ́ ààbò ìlú” kàn, bí ó tilẹ̀ jẹ́ pé wọ́n padà dá wọn sílẹ̀.	Isele to fara jo eyi sele ni 2016, leyinin rogbodiyan saa keta Aare naa, nigba ti awon akekoo nile eko ko ikokuko sori aworan (Aare) Nkurunziza ninu iwe ikoni. Awon alase ri eyi gege bi iwosi gidi ti won si le ogoogorun akekoo kuro ni awon ile eko lorisiirisi kaakiri orile-ede naa. Akekoo mokanla ni won fesun itabuku ba adari ilu ati “ihale mo aabo ilu” kan, bi o tile je pe won pada da won sile.	remove_accents_and_underdots	globalVoices
Wọ́n bu ẹnu àtẹ́ lu ìwà yìí gidigidi. Zeid Ra'ad Al Hussein, tí ó jẹ́ aṣàkóso fún ẹ̀ka ìjàfẹ́tọ̀ọ́ ènìyàn lábẹ́ United Nations gbé àkọsílẹ̀ kan jáde ní 29, oṣù Òkúdù 2016:	Won bu enu ate lu iwa yii gidigidi. Zeid Ra'ad Al Hussein, ti o je asakoso fun eka ijafetoo eniyan labe United Nations gbe akosile kan jade ni 29, osu Okudu 2016:	remove_accents_and_underdots	globalVoices
Ẹ̀rù ń bà mí pẹ̀lú àwọn ìròyìn tí mò ń gbọ́ nípa lílé tí wọ́n ń lé àwọn ọmọ ní ilé-ẹ̀kọ́ àti bí wọ́n ṣe ń tì wọ́n mọ́lé nítorí ìkọkúkọ tí wọ́n kọ sórí àwòrán Ààrẹ nínú àwọn ìwé ìkọ́ni.	Eru n ba mi pelu awon iroyin ti mo n gbo nipa lile ti won n le awon omo ni ile-eko ati bi won se n ti won mole nitori ikokuko ti won ko sori aworan Aare ninu awon iwe ikoni.	remove_accents_and_underdots	globalVoices
Pierre Nkurunziza ti jẹ ààrẹ ilẹ̀ Burundi láti ọdún 2005. Ní ọdún 2015, àwọn ẹgbẹ́ òṣèlúu rẹ̀ tún gbé e sípò fún sáà kẹ́ta lórí oyè.	Pierre Nkurunziza ti je aare ile Burundi lati odun 2005. Ni odun 2015, awon egbe oseluu re tun gbe e sipo fun saa keta lori oye.	remove_accents_and_underdots	globalVoices
Ní oṣù Ẹrẹ́nà ọdún tó kọjá, Nkurunziza gba orúkọ tuntun lọ́dọ̀ àwọn ẹgbẹ́ òṣèlúu rẹ̀, Àjọ Agbèjà Òmìnira Àwọn Ológun – Fún Ìgbéga Ìjọba Oníbò (CNDD-FDD). Wọ́n pè é ní “adarí ayérayé tó ga jù”.	Ni osu Erena odun to koja, Nkurunziza gba oruko tuntun lodo awon egbe oseluu re, Ajo Agbeja Ominira Awon Ologun – Fun Igbega Ijoba Onibo (CNDD-FDD). Won pe e ni “adari ayeraye to ga ju”.	remove_accents_and_underdots	globalVoices
Akọ̀wé gbogboògbò fún CNDD-FDD, Evariste Ndayishimiye ṣàlàyé ìdí tí orúkọ náà ṣe di ti Nkurunziza:	Akowe gbogboogbo fun CNDD-FDD, Evariste Ndayishimiye salaye idi ti oruko naa se di ti Nkurunziza:	remove_accents_and_underdots	globalVoices
Olùdaríi wa ni, kò sí eni tí a lè fi wé e nínú ẹgbẹ́ẹ wa. Òun ni òbíi wa, òun ni ó ń gbà wá nímọ̀ràn. Ìdí nìyí tí mo ṣe ní kí gbogbo ọmọ ẹgbẹ́ pọ́n ọn lé nítorí pé ojúkójú ni ẹnikẹ́ni lè fi wo ilé tí kò ní olórí. Ní tiwa, olórí tó dára jù ni a ní.	Oludarii wa ni, ko si eni ti a le fi we e ninu egbee wa. Oun ni obii wa, oun ni o n gba wa nimoran. Idi niyi ti mo se ni ki gbogbo omo egbe pon on le nitori pe ojukoju ni enikeni le fi wo ile ti ko ni olori. Ni tiwa, olori to dara ju ni a ni.	remove_accents_and_underdots	globalVoices
Bí àwọn CNN-FDD ṣe gbé oyè náà ní yẹpẹrẹ tó ipò agbára Nkurunziza gẹ́gẹ́ bí adarí ayérayé tó ga jù ti jẹ́ kí ó nira fún ẹnikẹ́ni láti kọ ohunkóhun tí ó bá yàn láti ṣe, títí mọ́ ìgbésẹ̀ rẹ̀ láti ṣe àyípadà òfin sáà méjì fún ipò adarí tí ó wà nínú ìwé òfin orílẹ̀-èdè náà. Èyí ń ṣe àfihàn àdálò tí ẹgbẹ́ òṣèlú tó wà lórí oyè ń dá agbára lò pẹ̀lú Nkurunziza àti àwọn alátìlẹyìn-in rẹ̀ pẹ̀lú bí ẹgbẹ́ òṣèlú náà ṣe ń darí àwọn ìdásílẹ̀ ìjọba.	Bi awon CNN-FDD se gbe oye naa ni yepere to ipo agbara Nkurunziza gege bi adari ayeraye to ga ju ti je ki o nira fun enikeni lati ko ohunkohun ti o ba yan lati se, titi mo igbese re lati se ayipada ofin saa meji fun ipo adari ti o wa ninu iwe ofin orile-ede naa. Eyi n se afihan adalo ti egbe oselu to wa lori oye n da agbara lo pelu Nkurunziza ati awon alatileyin-in re pelu bi egbe oselu naa se n dari awon idasile ijoba.	remove_accents_and_underdots	globalVoices
Àwọn oníkọkúkọ ní ìṣọ̀kan	Awon onikokuko ni isokan	remove_accents_and_underdots	globalVoices
Àwọn ọmọ ìlú tí wọ́n ń ṣàmúlò ayélujára ti bẹ̀rẹ̀ ìkọkúkọ sórí àwòrán ààrẹ Nkurunziza nínú ìfẹ̀hónúhàn pẹ̀lú àmì ìdámọ̀: Nkurunziza àti Burundi:	Awon omo ilu ti won n samulo ayelujara ti bere ikokuko sori aworan aare Nkurunziza ninu ifehonuhan pelu ami idamo: Nkurunziza ati Burundi:	remove_accents_and_underdots	globalVoices
Ọmọ ilé ẹ̀kọ́ gíga ní ẹ̀wọ̀n fún kíkọ ìkọkúkọ sí orí àwòrán Ààrẹ .	Omo ile eko giga ni ewon fun kiko ikokuko si ori aworan Aare .	remove_accents_and_underdots	globalVoices
Bí mo bá ṣe èyí ní Burundi , ó ṣe é ṣe kí a fi mí sí àtìmọ́lé	Bi mo ba se eyi ni Burundi , o se e se ki a fi mi si atimole	remove_accents_and_underdots	globalVoices
Ìjọba Burundi fi akẹ́kọ̀ọ́bìnrin sí àtìmọ́lé látàrí ẹ̀sùn ìkọkúkọ sí orí àwòrán ààrẹ. A túwíìtì àwòrán ìkọkúkọ wa ní ìbánikẹ́dùn ìṣẹ̀lẹ̀ náà.	Ijoba Burundi fi akekoobinrin si atimole latari esun ikokuko si ori aworan aare. A tuwiiti aworan ikokuko wa ni ibanikedun isele naa.	remove_accents_and_underdots	globalVoices
Wọ́n ní kí a dán an wò, kí a kọ nǹkan sí orí àwòrán ààrẹ  mo sì ṣe bẹ́ẹ̀. Mo ní ìgbóyà wípé ẹnikẹ́ni kò ní mú mi níbí.	Won ni ki a dan an wo, ki a ko nnkan si ori aworan aare  mo si se bee. Mo ni igboya wipe enikeni ko ni mu mi nibi.	remove_accents_and_underdots	globalVoices
Ìfòfinlíle mú àtakò	Ifofinlile mu atako	remove_accents_and_underdots	globalVoices
Ìjọba Burundi ti bẹ̀rẹ̀ sí í fi ìkanra mú ìwà àtakò láti ọdún 2015, lẹ́yìn ìjákulẹ̀ ìṣọ̀tẹ̀ kan, ìdojúkọ pẹ̀lú àwọn ẹgbẹ́ adìtẹ̀ kan, àtakò lórí ìlòkulò ẹ̀tọ́, òfin kànńpá, ìnira pẹ̀lú ètò ọrọ̀-ajé àti rògbòdìyàn àwọn asásàálà. European Union pẹ̀lú United Nations tako ìgbésẹ̀ Nkurunziza fún sáà kẹ́ta, wọ́n sì béèrè fún ìdápadà ìlọdéédé kí àsìkò ìdìbò ó tó dé. Pẹ̀lú àwọn ìdojúkọ wọ̀nyí, “ipò náà” le sí i. Àwọn aláṣẹ sì ń fi ìkanra mú gbogbo ìhàlẹ̀ tí wọ́n ń rí.	Ijoba Burundi ti bere si i fi ikanra mu iwa atako lati odun 2015, leyin ijakule isote kan, idojuko pelu awon egbe adite kan, atako lori ilokulo eto, ofin kannpa, inira pelu eto oro-aje ati rogbodiyan awon asasaala. European Union pelu United Nations tako igbese Nkurunziza fun saa keta, won si beere fun idapada ilodeede ki asiko idibo o to de. Pelu awon idojuko wonyi, “ipo naa” le si i. Awon alase si n fi ikanra mu gbogbo ihale ti won n ri.	remove_accents_and_underdots	globalVoices
Ìjábọ̀ pàtàkì ti àjọ ajàfẹ́tọ̀ọ́ ènìyàn ṣe ní oṣù Èbìbí 2018 rí i pé àwọn èṣọ́ aláàbò ní Burundi, àwọn afòyeṣiṣẹ́ àti àwọn ọmọ ẹgbẹ́ òṣèlú tí ó wà nípò, àwọn ẹgbẹ́ Imbone… ń kọlu àwọn alátakò àti àwọn ẹni tí wọ́n fura sí gẹ́gẹ́ bí alátakò pẹ̀lú ajàfẹ́tọ̀ọ́ ènìyàn àti akọ̀ròyìn. “Wọ́n pa èèyàn tó tó 1700, bẹ́ẹ̀ ni wọ́n sì ń fi ipá lé àwọn ẹlòmíìn, wọ́n ń fi ipá bá wọn ní ìbálòpọ̀, wọ́n ń fi ìyà jẹ wọ́n, wọ́n ń tì wọ́n mọ́lé, bẹ́ẹ̀ ni wọ́n sì ń dẹ́rùba àìmọye àwọn mìíràn”.	Ijabo pataki ti ajo ajafetoo eniyan se ni osu Ebibi 2018 ri i pe awon eso alaabo ni Burundi, awon afoyesise ati awon omo egbe oselu ti o wa nipo, awon egbe Imbone… n kolu awon alatako ati awon eni ti won fura si gege bi alatako pelu ajafetoo eniyan ati akoroyin. “Won pa eeyan to to 1700, bee ni won si n fi ipa le awon elomiin, won n fi ipa ba won ni ibalopo, won n fi iya je won, won n ti won mole, bee ni won si n deruba aimoye awon miiran”.	remove_accents_and_underdots	globalVoices
Èyí ti dá wàhálà ìsásàálà sílẹ̀, a ti rí àwọn ará Burundi tí wọ́n sá lọ sí Tanzania, Rwanda, Congo àti Uganda. Bí ó tilẹ̀ jẹ́ pé ẹgbẹẹgbẹ̀rún ti padà sílé. Alákòóso United Nations fún ìsásàálà ti ṣe àkọsílẹ̀ àwọn asásàálà tí ó wá láti Burundi tí wọ́n lé ní 347,000 ní oṣù Èrèlé 2019, UNHCR fìdí ẹ̀ múlẹ̀:	Eyi ti da wahala isasaala sile, a ti ri awon ara Burundi ti won sa lo si Tanzania, Rwanda, Congo ati Uganda. Bi o tile je pe egbeegberun ti pada sile. Alakooso United Nations fun isasaala ti se akosile awon asasaala ti o wa lati Burundi ti won le ni 347,000 ni osu Erele 2019, UNHCR fidi e mule:	remove_accents_and_underdots	globalVoices
Làásìgbò nínú òṣèlú Burundi le sí i ní ọdún 2015 lẹ́yìn tí ààrẹ́ kéde èròńgbàa rẹ̀ láti lọ fún sáà kẹ́ta. Ìfẹ̀hónúhàn àwọn èèyàn láti tako èròńgbà fa ìkọlura, ọgọọgọ̀rún àwọn èèyàn sì sá lọ sí àwọn orílẹ̀-èdè ìtòsí láti fi oríi wọn pamọ.”	Laasigbo ninu oselu Burundi le si i ni odun 2015 leyin ti aare kede erongbaa re lati lo fun saa keta. Ifehonuhan awon eeyan lati tako erongba fa ikolura, ogoogorun awon eeyan si sa lo si awon orile-ede itosi lati fi orii won pamo.”	remove_accents_and_underdots	globalVoices
Ní ìbẹ̀rẹ̀ oṣù yìí, ìjọba Burundi ti ọ́fíìsì ẹ̀ka àwọn ajàfẹ́tọ̀ọ́ ènìyàn lábẹ́ United Nations tí wọ́n sì sọ pé àwọn kò nílòo wọn mọ́. Ìjọba náà ń bínú sí alákòóso tẹ́lẹ̀-rí ẹ̀ka náà, Zeid Ra'ad Al Hussein tí ó ṣàpèjúwe Nkurunziza ti Burundi gẹ́gẹ́ bí ọkàn lára “àwọn apanilẹ́kúnjayé ènìyàn tí ó ń gbèrú sí i láìpẹ́ yìí” ní oṣù Èrèlé 2018.	Ni ibere osu yii, ijoba Burundi ti ofiisi eka awon ajafetoo eniyan labe United Nations ti won si so pe awon ko niloo won mo. Ijoba naa n binu si alakooso tele-ri eka naa, Zeid Ra'ad Al Hussein ti o sapejuwe Nkurunziza ti Burundi gege bi okan lara “awon apanilekunjaye eniyan ti o n gberu si i laipe yii” ni osu Erele 2018.	remove_accents_and_underdots	globalVoices
Àtipa àwọn Ilé-iṣẹ́ Akọ̀ròyìn, ìyọlẹ́nu àwọn alátakò, ìfòfinlíle mú àwọn ìdásílẹ̀ tí kì í ṣe ti ìjọba (NGOs) àti ìdiwọ́ fún àwọn mìíràn láti sọ̀rọ̀ tàbí ṣe àfihàn ara wọn ní ààyè òṣèlú.	Atipa awon Ile-ise Akoroyin, iyolenu awon alatako, ifofinlile mu awon idasile ti ki i se ti ijoba (NGOs) ati idiwo fun awon miiran lati soro tabi se afihan ara won ni aaye oselu.	remove_accents_and_underdots	globalVoices
Fún àpẹẹrẹ, wọ́n dájọ́ ẹ̀wọ̀n ọdún méjìlélọ́gbọ̀n fún ajàfẹ́tọ̀ọ́ ènìyàn Germain Rukiki fún “ìdarapọ̀ mọ́ ìgbìyànjú ìrúlùú, “jíjin ètò ààbò ìlú lẹ́sẹ̀, àti ìṣọ̀tẹ̀” ní 2018 nítorí pé ó ṣe àkọsílẹ̀ àwọn ọ̀nà tí ìjọba Nkurunziza ń gbà fìyà jẹni. Àwọn àìṣedede kan dá ìgbẹ́jọ́ Rukiki dúró, ó sì wáyé ní ọ̀sẹ̀ mélòó kan ṣáájú àríyànjiyàn ìdìbò abófinmu náà.	Fun apeere, won dajo ewon odun mejilelogbon fun ajafetoo eniyan Germain Rukiki fun “idarapo mo igbiyanju iruluu, “jijin eto aabo ilu lese, ati isote” ni 2018 nitori pe o se akosile awon ona ti ijoba Nkurunziza n gba fiya jeni. Awon aisedede kan da igbejo Rukiki duro, o si waye ni ose meloo kan saaju ariyanjiyan idibo abofinmu naa.	remove_accents_and_underdots	globalVoices
“Ọ̀rọ̀ ìkọkúkọ” náà ń ṣe àfihàn ìdúróṣánṣán ìjọba náà tí kò yẹ̀ àti ọ̀nà tí wọ́n ń gbà ṣe ẹ̀tọ́ọ wọn, títí mọ́ ṣíṣe ìgbéyàwó kànńpá fún àwọn tọkọtaya tí wọ́n ń gbépọ̀ láìṣe ìgbéyàwó ní 2017: ìfòfinlíle mú òwòo panṣágà àti agbe ṣíṣe.	“Oro ikokuko” naa n se afihan idurosansan ijoba naa ti ko ye ati ona ti won n gba se etoo won, titi mo sise igbeyawo kannpa fun awon tokotaya ti won n gbepo laise igbeyawo ni 2017: ifofinlile mu owoo pansaga ati agbe sise.	remove_accents_and_underdots	globalVoices
		remove_accents_and_underdots	globalVoices
Àfilé iye owó fún gbígba ìwé ẹ̀rí ọmọ-ìlú-fún-ìrìnnà mú àwọn ọmọ Angola fi ẹ̀hónú hàn	Afile iye owo fun gbigba iwe eri omo-ilu-fun-irinna mu awon omo Angola fi ehonu han	remove_accents_and_underdots	globalVoices
