Original Sentence	Modified Sentence	Case Rule Applied	Source of Data
Bí ó ti jẹ́ wí pé o kò leè fún ẹnikẹ́ni nímọ̀ràn ajẹmófin lẹ́yìn tí o bùṣe nínú ẹ̀kọ́ inú ìdá yìí, wà á ní ìmọ̀ kíkún tí kò ní ẹlẹ́gbẹ́ bí o bá parí abala-ẹ̀kọ́ yìí.	Bi o ti jẹ wi pe o ko lee fun ẹnikẹni nimọran ajẹmofin lẹyin ti o buṣe ninu ẹkọ inu ida yii, wa a ni imọ kikun ti ko ni ẹlẹgbẹ bi o ba pari abala-ẹkọ yii.	remove_only_accents	menyo20k
Ó dájú wí pé wà á kọ́ nípa àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá àṣẹ ìṣísílẹ̀-gbangba-wálíà àti àwọn onírúurú ìṣe ìṣísílẹ̀-gbangba-wálíà láti agbègbè dé agbègbè.	O daju wi pe wa a kọ nipa aṣẹ-ẹda lori iṣẹ-atinuda aṣẹ iṣisilẹ-gbangba-walia ati awọn oniruuru iṣe iṣisilẹ-gbangba-walia lati agbegbe de agbegbe.	remove_only_accents	menyo20k
Lẹ́yìn tí o bá gba oyè ẹ̀kọ́, ìrọ̀rùn ni ìṣípayá nípa àṣẹ-ẹ̀dà yóò jẹ́ fún ọ, bẹ́ẹ̀ náà ni wà á dántọ́ nínú àṣẹ ìṣísílẹ̀-gbangba-wálíà, wà á dájúdánú nínú àgbéyẹ̀wò ìṣẹ̀lẹ̀ àti ìmọ̀ àwọn ìṣe ìṣísílẹ̀-gbangba-wálíà tí ó kájú òṣùwọ̀n.	Lẹyin ti o ba gba oye ẹkọ, irọrun ni iṣipaya nipa aṣẹ-ẹda yoo jẹ fun ọ, bẹẹ naa ni wa a dantọ ninu aṣẹ iṣisilẹ-gbangba-walia, wa a dajudanu ninu agbeyẹwo iṣẹlẹ ati imọ awọn iṣe iṣisilẹ-gbangba-walia ti o kaju oṣuwọn.	remove_only_accents	menyo20k
1.1 Ìtàn Creative Commons	1.1 Itan Creative Commons	remove_only_accents	menyo20k
Lílóye nípa bí àwọn ọ̀kan-ò-jọ̀kan àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ṣe mí sínú àwọn ènìyàn kárí ayé, o ní láti mọ bíntín bí Creative Common ti ṣe ṣẹ̀.	Liloye nipa bi awọn ọkan-o-jọkan aṣẹ-ẹda lori iṣẹ-atinuda ṣe mi sinu awọn eniyan kari aye, o ni lati mọ bintin bi Creative Common ti ṣe ṣẹ.	remove_only_accents	menyo20k
Ìyọrísí Ẹ̀kọ́	Iyọrisi Ẹkọ	remove_only_accents	menyo20k
Sọ ìtàn ìdí tí a fi dá Creative Commons sílẹ̀	Sọ itan idi ti a fi da Creative Commons silẹ	remove_only_accents	menyo20k
Tọ́ka sí àwọn ojúṣe òfin àṣẹ-ẹ̀dà lórí ìṣẹ̀dálẹ̀ Creative Commons	Tọka si awọn ojuṣe ofin aṣẹ-ẹda lori iṣẹdalẹ Creative Commons	remove_only_accents	menyo20k
Ìbéèrè Àrágbáramúramù / Ìdí tí ó fi ṣe kókó	Ibeere Aragbaramuramu / Idi ti o fi ṣe koko	remove_only_accents	menyo20k
Kí ni àwọn ìdí lábẹ́ òfin àti àṣà fún ìdásílẹ̀ Creative Commons?	Ki ni awọn idi labẹ ofin ati aṣa fun idasilẹ Creative Commons?	remove_only_accents	menyo20k
Kín ni ìdí tí CC ṣe di igi àràbà tí gbogbo àgbáyé ń bá ṣe?	Kin ni idi ti CC ṣe di igi araba ti gbogbo agbaye n ba ṣe?	remove_only_accents	menyo20k
Àwọn olùdásílẹ̀ CC rí àìṣe déédéé tí ó wà láàárín ìmọ̀-ẹ̀rọ àti àwọn ohun tí àṣẹ-ẹ̀dà pa ààlà fún, wọ́n sì wá ọ̀nà miiran fún àwọn oníṣẹ́-àtinúdá láti pín iṣẹ́ wọn.	Awọn oludasilẹ CC ri aiṣe deedee ti o wa laaarin imọ-ẹrọ ati awọn ohun ti aṣẹ-ẹda pa aala fun, wọn si wa ọna miiran fun awọn oniṣẹ-atinuda lati pin iṣẹ wọn.	remove_only_accents	menyo20k
Lónìí, ẹgbẹẹgbẹ̀rún lọ́nà ẹgbẹẹgbẹ̀rún àwọn oníṣẹ́-àtinúdá kárí àgbáńlá ayé ló ń lo ìlànà yìí.	Lonii, ẹgbẹẹgbẹrun lọna ẹgbẹẹgbẹrun awọn oniṣẹ-atinuda kari agbanla aye lo n lo ilana yii.	remove_only_accents	menyo20k
Ìfiyèsí ti ẹni / Ìdí tí ó fi ṣe kókó fún ọ	Ifiyesi ti ẹni / Idi ti o fi ṣe koko fun ọ	remove_only_accents	menyo20k
Ìgbà wo ni ìgbà àkọ́kọ́ tí o gbọ́ nípa Creative Commons?	Igba wo ni igba akọkọ ti o gbọ nipa Creative Commons?	remove_only_accents	menyo20k
Ronú nípa bí o ṣe máa ṣàlàyé ohun tí CC jẹ́ fún ẹni tí kò gbọ́ ohunkóhun nípa rẹ̀ rí.	Ronu nipa bi o ṣe maa ṣalaye ohun ti CC jẹ fun ẹni ti ko gbọ ohunkohun nipa rẹ ri.	remove_only_accents	menyo20k
Láti ní òye pípé nípa iléeṣẹ́ náà, ó pọn dandan kí a kọ́kọ́ bẹ̀rẹ̀ pẹ̀lú ìṣẹ̀lẹ̀-àtẹ̀yìnwá ráńpẹ́.	Lati ni oye pipe nipa ileeṣẹ naa, o pọn dandan ki a kọkọ bẹrẹ pẹlu iṣẹlẹ-atẹyinwa ranpẹ.	remove_only_accents	menyo20k
Kíkọ́ ìmọ̀ tí ó ṣe Pàtàkì	Kikọ imọ ti o ṣe Pataki	remove_only_accents	menyo20k
Ìtàn Creative Commons f’ẹsẹ̀lélẹ̀ pẹ̀lú àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá.	Itan Creative Commons fẹsẹlelẹ pẹlu aṣẹ-ẹda lori iṣẹ-atinuda.	remove_only_accents	menyo20k
Wà á kọ́ ní ẹ̀kúnrẹ́rẹ́ nípa àṣẹ-ẹ̀dà bí ó bá yá nínú abala-ẹ̀kọ́ yìí, àmọ́ nísinsìnyí ó tọ́ láti mọ̀ wí pé àṣẹ-ẹ̀dà jẹ́ ẹ̀ka ìmọ̀ òfin tí ń mú bí a ṣe ń lo iṣẹ́-ọpọlọ ẹ̀dá-ọmọ-ènìyàn wá sábẹ́ òfin – bí ìwé, àròkọ ìṣe-ìwádìí ajẹmákadá, orin, àti iṣẹ́-ọnà.	Wa a kọ ni ẹkunrẹrẹ nipa aṣẹ-ẹda bi o ba ya ninu abala-ẹkọ yii, amọ nisinsinyi o tọ lati mọ wi pe aṣẹ-ẹda jẹ ẹka imọ ofin ti n mu bi a ṣe n lo iṣẹ-ọpọlọ ẹda-ọmọ-eniyan wa sabẹ ofin  bi iwe, arokọ iṣe-iwadii ajẹmakada, orin, ati iṣẹ-ọna.	remove_only_accents	menyo20k
Àṣẹ-ẹ̀dà fi àyè gba àwọn ọ̀kan-ò-jọ̀kan ẹ̀tọ́ tí ó jẹ́ ti oní-nǹkan nìkan, kí oní-nǹkan ó ba fi òfin de ẹlòmíràn lábẹ́ òfin láti má lè ṣe ẹ̀dà tàbí ṣe àyọlò iṣẹ́ rẹ̀ fún ìgbà ráńpẹ́.	Aṣẹ-ẹda fi aye gba awọn ọkan-o-jọkan ẹtọ ti o jẹ ti oni-nnkan nikan, ki oni-nnkan o ba fi ofin de ẹlomiran labẹ ofin lati ma le ṣe ẹda tabi ṣe ayọlo iṣẹ rẹ fun igba ranpẹ.	remove_only_accents	menyo20k
Ní ọ̀nà mííràn, òfin àṣẹ-ẹ̀dà ní ń sọ bí ẹnikẹ́ni ti ṣe lè ṣe ẹ̀dà iṣẹ́ àti ẹni tí ó lè pín in fún.	Ni ọna miiran, ofin aṣẹ-ẹda ni n sọ bi ẹnikẹni ti ṣe le ṣe ẹda iṣẹ ati ẹni ti o le pin in fun.	remove_only_accents	menyo20k
Ẹ̀rọ-ayélujára-wọn-bí-ajere ti fún wa ní àǹfààní láti parapọ̀ ṣiṣẹ́ lórí àwọn iṣẹ́-ọpọlọ tí ẹ̀dá-ọmọ-ènìyàn ṣẹ̀dá (tí ó wà lábẹ́ òfin àṣẹ-ẹ̀dà), pín iṣẹ́ ká àti rí ọwọ́ tó, sí iṣẹ́ ní ọ̀nà tí a kò lérò tẹ́lẹ̀.	Ẹrọ-ayelujara-wọn-bi-ajere ti fun wa ni anfaani lati parapọ ṣiṣẹ lori awọn iṣẹ-ọpọlọ ti ẹda-ọmọ-eniyan ṣẹda (ti o wa labẹ ofin aṣẹ-ẹda), pin iṣẹ ka ati ri ọwọ to, si iṣẹ ni ọna ti a ko lero tẹlẹ.	remove_only_accents	menyo20k
Agbára pínpínká tí ìmọ̀-ẹ̀rọ ayárabíàṣá mú wá ń kòdìmú pẹ̀lú ààlà àìlèpínṣẹ́ká tí ó ti rọ̀ mọ́ òfin àṣẹ-ẹ̀dà kárí ayé.	Agbara pinpinka ti imọ-ẹrọ ayarabiaṣa mu wa n kodimu pẹlu aala ailepinṣẹka ti o ti rọ mọ ofin aṣẹ-ẹda kari aye.	remove_only_accents	menyo20k
A dá Creative Commons ní ojúnà àti wá àtúnṣe sí ìṣòro tí ó wà láàárín òye láti pín àwọn iṣẹ́ lórí ẹ̀rọ-ayárabíàṣá kárí ayé ní ọ̀nà tí ó bá òfin àṣẹ-ẹ̀dà mu.	A da Creative Commons ni ojuna ati wa atunṣe si iṣoro ti o wa laaarin oye lati pin awọn iṣẹ lori ẹrọ-ayarabiaṣa kari aye ni ọna ti o ba ofin aṣẹ-ẹda mu.	remove_only_accents	menyo20k
Ìtàn náà bẹ̀rẹ̀ pẹ̀lú ìṣòfin àṣẹ-ẹ̀dà lórí iṣẹ́-àtinúdá ní orílẹ̀-èdè America.	Itan naa bẹrẹ pẹlu iṣofin aṣẹ-ẹda lori iṣẹ-atinuda ni orilẹ-ede America.	remove_only_accents	menyo20k
A pè é ní Àbádòfin Ìfàgùn Èdè-Ìperí Àṣẹ-ẹ̀dà Sonny Bono, ìyẹn Sonny Bono Copyright Term Extension Act (CTEA), tí a gbà wọlé gẹ́gẹ́ bí òfin ní ọdún 1998.	A pe e ni Abadofin Ifagun Ede-Iperi Aṣẹ-ẹda Sonny Bono, iyẹn Sonny Bono Copyright Term Extension Act (CTEA), ti a gba wọle gẹgẹ bi ofin ni ọdun 1998.	remove_only_accents	menyo20k
Ó fa ìkáwọ́ èdè-ìperí àṣẹ-ẹ̀dà gùn láti kan gbogbo iṣẹ́ tí ó ba jẹ́ ti Ìpínlẹ̀ Ìṣọ̀kan ti America—títí kan àwọn tí a ti tẹ̀ jáde tẹ́lẹ̀—pẹ̀lú àfikún ọdún 20 sí ọjọ́ tí a tẹ̀ ẹ́, torí náà èdè-ìperí fi ìgbé ayé oníṣẹ́-ọpọlọ àti àfikún ọdún 70 sí ọgbọọgba.	O fa ikawọ ede-iperi aṣẹ-ẹda gun lati kan gbogbo iṣẹ ti o ba jẹ ti Ipinlẹ Iṣọkan ti Americatiti kan awọn ti a ti tẹ jade tẹlẹpẹlu afikun ọdun 20 si ọjọ ti a tẹ ẹ, tori naa ede-iperi fi igbe aye oniṣẹ-ọpọlọ ati afikun ọdun 70 si ọgbọọgba.	remove_only_accents	menyo20k
(Ìgbésẹ̀ yìí fi èdè-ìperí àṣẹ-ẹ̀dà orílẹ̀-èdè U.S. sí ìbámu kan náà pẹ̀lú àwọn orílẹ̀-èdè mìíràn, bí-ó-ti-lè-jẹ́-pé di òní olónìí, ọ̀pọ̀lọpọ̀ orílẹ̀-èdè ni ó fi àṣẹ náà sílẹ̀ sí ọdún 50 lẹ́yìn tí oníṣẹ́-ọpọlọ náà bá papòdà.)	(Igbesẹ yii fi ede-iperi aṣẹ-ẹda orilẹ-ede U.S. si ibamu kan naa pẹlu awọn orilẹ-ede miiran, bi-o-ti-le-jẹ-pe di oni olonii, ọpọlọpọ orilẹ-ede ni o fi aṣẹ naa silẹ si ọdun 50 lẹyin ti oniṣẹ-ọpọlọ naa ba papoda.)	remove_only_accents	menyo20k
(Ìṣiré Òtítọ́ tí ó dájú: Mickey Mouse Protection Act ni a máa ń pe CTEA nítorí wí pé ìfàgùn èdè-ìperí àṣẹ-ẹ̀dà náà wá sáyé ní kété tí àwòrándààyè àtilẹ̀bá Mickey Mouse, Steamboat Willie, yóò ti bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.)	(Iṣire Otitọ ti o daju: Mickey Mouse Protection Act ni a maa n pe CTEA nitori wi pe ifagun ede-iperi aṣẹ-ẹda naa wa saye ni kete ti aworandaaye atilẹba Mickey Mouse, Steamboat Willie, yoo ti bọ si akata aṣẹ gbogbo mutumuwa.)	remove_only_accents	menyo20k
“Larry Lessig ń sọ̀rọ̀ lórí kókó-ọ̀rọ̀ àpérò #ccsummit2011 ”	Larry Lessig n sọrọ lori koko-ọrọ apero #ccsummit2011 	remove_only_accents	menyo20k
Àwòrán láti Flickr	Aworan lati Flickr	remove_only_accents	menyo20k
Olùpìlẹ̀ṣẹ̀: DTKindler Photo	Olupilẹṣẹ: DTKindler Photo	remove_only_accents	menyo20k
CC BY 2.0 Unported	CC BY 2.0 Unported	remove_only_accents	menyo20k
Ọ̀jọ̀gbọ́n Ìmọ̀-òfin Stanford Law, Lawrence Lessig, nígbàgbọ́ wí pé òfin tuntun yìí kò bá òfin-ìpínlẹ̀ mu.	Ọjọgbọn Imọ-ofin Stanford Law, Lawrence Lessig, nigbagbọ wi pe ofin tuntun yii ko ba ofin-ipinlẹ mu.	remove_only_accents	menyo20k
Èdè-ìperí fún àṣẹ-ẹ̀dà ti rí ìfàgùn nínú àwọn ọdún tí ó ti ré kọjá.	Ede-iperi fun aṣẹ-ẹda ti ri ifagun ninu awọn ọdun ti o ti re kọja.	remove_only_accents	menyo20k
Òpin ọ̀rọ̀-ìperí àṣẹ-ẹ̀dà jẹ́ kókó—ó sààmì àsìkò tí iṣẹ́ kan yóò bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà, ní èyí tí ó ṣe wí pé gbogbo ènìyàn lè lo iṣẹ́ yẹn fún ohunkóhun láì gba àṣẹ.	Opin ọrọ-iperi aṣẹ-ẹda jẹ kokoo saami asiko ti iṣẹ kan yoo bọ si akata aṣẹ gbogbo mutumuwa, ni eyi ti o ṣe wi pe gbogbo eniyan le lo iṣẹ yẹn fun ohunkohun lai gba aṣẹ.	remove_only_accents	menyo20k
Èyí pọn dandan ní ti ìbámu ètò àṣẹ-ẹ̀dà.	Eyi pọn dandan ni ti ibamu eto aṣẹ-ẹda.	remove_only_accents	menyo20k
Iṣẹ́-àtinúdá àti ìmọ̀ gbogbo dúró lórí ohun tí ó ti wà tẹ́lẹ̀tẹ́lẹ́rí, òpin èdè-ìperí àṣẹ-ẹ̀dà ń ṣe àrídájú wí pé àwọn iṣẹ́ tí ó ní àṣẹ lórí yóò pàpà bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà àti pé yóò darapọ̀ mọ́ àwọn ogunlọ́gọ̀ ìmọ̀ àti iṣẹ́-ọpọlọ tí gbogbo wá ti lè wo àwòkọ́ṣe láti inú rẹ̀ ṣẹ̀dá iṣẹ́ tuntun láì sí ìdálọ́wọ́kọ́.	Iṣẹ-atinuda ati imọ gbogbo duro lori ohun ti o ti wa tẹlẹtẹlẹri, opin ede-iperi aṣẹ-ẹda n ṣe aridaju wi pe awọn iṣẹ ti o ni aṣẹ lori yoo papa bọ si akata aṣẹ gbogbo mutumuwa ati pe yoo darapọ mọ awọn ogunlọgọ imọ ati iṣẹ-ọpọlọ ti gbogbo wa ti le wo awokọṣe lati inu rẹ ṣẹda iṣẹ tuntun lai si idalọwọkọ.	remove_only_accents	menyo20k
Òfin tuntun náà tún ṣòro láti dìrọ̀ mọ́ ìlépa àṣẹ-ẹ̀dà bí a ti ṣe kọ ọ́ sínú Ìwé-òfin ìpínlẹ̀ U.S.—láti pèsè ìmóríyá fún àwọn ọlọ́gbọ́n àtinúdá láti pín àwọn iṣẹ́ wọn nípasẹ̀ yíyọwọ́ kílàńkó àṣẹ gbogbo lórí iṣẹ́ wọn kúrò díẹ̀.	Ofin tuntun naa tun ṣoro lati dirọ mọ ilepa aṣẹ-ẹda bi a ti ṣe kọ ọ sinu Iwe-ofin ipinlẹ U.S.lati pese imoriya fun awọn ọlọgbọn atinuda lati pin awọn iṣẹ wọn nipasẹ yiyọwọ kilanko aṣẹ gbogbo lori iṣẹ wọn kuro diẹ.	remove_only_accents	menyo20k
Báwo ni òfin ṣe leè tẹ̀síwájú ní ojúnà àti pèsè kóríyá fún àwọn iṣẹ́ tí a ti gbé jáde?	Bawo ni ofin ṣe lee tẹsiwaju ni ojuna ati pese koriya fun awọn iṣẹ ti a ti gbe jade?	remove_only_accents	menyo20k
Lessig ṣojú atẹ̀wé lórí ìtàkùn àgbáyé, Eric Eldred, ẹni tí ó ti fi ìgbésí ayé rẹ̀ mú àwọn onírúurú iṣẹ́ wà ní àrọ́wọ́tó bí wọ́n ṣe ń bọ́ sí àkàtà àṣẹ gbogbo mùtúmùwà.	Lessig ṣoju atẹwe lori itakun agbaye, Eric Eldred, ẹni ti o ti fi igbesi aye rẹ mu awọn oniruuru iṣẹ wa ni arọwọto bi wọn ṣe n bọ si akata aṣẹ gbogbo mutumuwa.	remove_only_accents	menyo20k
Wọ́n parapọ̀ di alátakò àìbófinmu Àbá náà.	Wọn parapọ di alatako aibofinmu Aba naa.	remove_only_accents	menyo20k
Ẹjọ́ náà, tí ó di mímọ̀ pẹ̀lú orúkọ Eldred v. Ashcroft, dé Ilé-Ẹjọ́ Gíga-Jù-Lọ ti orílẹ̀-èdè Ìṣọ̀kan Ìpínlẹ̀ America. Eldred pàdánù ẹjọ́.	Ẹjọ naa, ti o di mimọ pẹlu orukọ Eldred v. Ashcroft, de Ile-Ẹjọ Giga-Ju-Lọ ti orilẹ-ede Iṣọkan Ipinlẹ America. Eldred padanu ẹjọ.	remove_only_accents	menyo20k
Ìmísí wá láti ara ìlépa Eldred láti mú kí àwọn iṣẹ́-àtinúdá tí ó pọ̀ ó wà ní ọ̀fẹ́ lófò ní àrọ́wọ́tó lórí ẹ̀rọ-ayélujára àti ní ìdáhùn sí ìdàgbàsókè àwọn ènìyàn tí ó ń kọ búlọ́ọ̀gù, tí ó ń ṣe àtúnlò àti àtúnpín àkóónú iṣẹ́ ẹlòmíràn, Lessig pẹ̀lú àjọṣepọ̀ àwọn mìíràn hùmọ̀ òye-inú kan.	Imisi wa lati ara ilepa Eldred lati mu ki awọn iṣẹ-atinuda ti o pọ o wa ni ọfẹ lofo ni arọwọto lori ẹrọ-ayelujara ati ni idahun si idagbasoke awọn eniyan ti o n kọ bulọọgu, ti o n ṣe atunlo ati atunpin akoonu iṣẹ ẹlomiran, Lessig pẹlu ajọṣepọ awọn miiran humọ oye-inu kan.	remove_only_accents	menyo20k
Wọ́n dá iléeṣẹ́ àìlérèlórí tí a pè ní Creative Commons sílẹ̀, nígbà tí ó di ọdún 2002, wọ́n ṣe ìfilọ̀ àwọn àṣẹ Creative Commons—àwọn ọ̀kan-ò-jọ̀kan àṣẹ tí ó fún gbogbo ènìyàn ní àǹfààní láti ṣe àtúnlò iṣẹ́ àwọn olùpilẹ̀ṣẹ̀ iṣẹ́ ní ọ̀fẹ́ ní ọ̀nà tí ó bá òfin mu láì ti ọwọ́ bọ àṣẹ-ẹ̀dà oní nǹkan lójú dípò fífi “gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ fún olùpilẹ̀ṣẹ̀” bí ó ti ṣe wà ní àtètèkọ́ṣe.	Wọn da ileeṣẹ ailerelori ti a pe ni Creative Commons silẹ, nigba ti o di ọdun 2002, wọn ṣe ifilọ awọn aṣẹ Creative Commonsawọn ọkan-o-jọkan aṣẹ ti o fun gbogbo eniyan ni anfaani lati ṣe atunlo iṣẹ awọn olupilẹṣẹ iṣẹ ni ọfẹ ni ọna ti o ba ofin mu lai ti ọwọ bọ aṣẹ-ẹda oni nnkan loju dipo fifi gbogbo ẹtọ ati aṣẹ lori iṣẹ fun olupilẹṣẹ bi o ti ṣe wa ni atetekọṣe.	remove_only_accents	menyo20k
Túláàsì ni, bí o fẹ́ bí o kọ̀, ti olùpilẹ̀ṣẹ̀ iṣẹ́ ni àṣẹ-ẹ̀dà, kò sì ṣe é tọwọ́ bọ̀ lójú.	Tulaasi ni, bi o fẹ bi o kọ, ti olupilẹṣẹ iṣẹ ni aṣẹ-ẹda, ko si ṣe e tọwọ bọ loju.	remove_only_accents	menyo20k
Níwọ̀n bí àwọn ènìyàn kan ṣe fẹ́ kí gbogbo ẹ̀tọ́ àti àṣẹ lórí iṣẹ́ ó jẹ́ ti àwọn nìkan, àwọn mìíràn fẹ́ kí iṣẹ́ wọn ó di ohun tí gbogbo ènìyàn lè lò lọ́fẹ̀ẹ́ lófò.	Niwọn bi awọn eniyan kan ṣe fẹ ki gbogbo ẹtọ ati aṣẹ lori iṣẹ o jẹ ti awọn nikan, awọn miiran fẹ ki iṣẹ wọn o di ohun ti gbogbo eniyan le lo lọfẹẹ lofo.	remove_only_accents	menyo20k
Òye-inú àṣẹ CC wá sáyé láti mú ìrọ̀rùn bá ọ̀nà tí àwọn oníṣẹ́-ọpọlọ tí ó hùn láti jẹ́ kí àwọn iṣẹ́ wọn ó di lílò fún gbogbo ènìyàn láì fi ọwọ́ pa ojú idà òfin àṣẹ-ẹ̀dà.	Oye-inu aṣẹ CC wa saye lati mu irọrun ba ọna ti awọn oniṣẹ-ọpọlọ ti o hun lati jẹ ki awọn iṣẹ wọn o di lilo fun gbogbo eniyan lai fi ọwọ pa oju ida ofin aṣẹ-ẹda.	remove_only_accents	menyo20k
Ní ìbẹ̀rẹ̀ pẹ̀pẹ̀ wá, fún ìlò àwọn oníṣẹ́ ọpọlọ jákèjádò ilé-ayé ni àwọn àṣẹ Creative Commons wà fún.	Ni ibẹrẹ pẹpẹ wa, fun ilo awọn oniṣẹ ọpọlọ jakejado ile-aye ni awọn aṣẹ Creative Commons wa fun.	remove_only_accents	menyo20k
